artist_id,artist_name
1,AWOL
6,Kurt Vile
54,Alec K. Redfearn & the Eyesores
56,Amoebic Ensemble
60,Arc and Sender
62,Argumentix
127,Ed Askew
66,Au
68,Bad News Bats
73,Banana Clipz
74,Barnacled
80,Bird Names
81,Black Elk
84,Blah Blah Blah
86,Blanketship
89,Boogie Witch
90,Borful Tang
97,Cantonement Jazz Band
98,Celesteville
100,Chandeliers
101,Charles Manson
102,Chief Boima
105,Cinwaves
106,Clockcleaner
107,Clyde Rourke
108,CoCoComa
111,DJ's of Mass Destruction
122,Dora Bleu
123,Double Dagger
124,Dragging an Ox Through Water
128,El Jesus De Magico
133,Ethan Persoff
136,Fanatic
137,Flying Luttenbachers
138,Food For Animals
142,The Functional Blackouts
143,Fursaxa
144,Fuzz Unlimited
149,Glove Compartment
151,Guinea Worms
153,Hall Of Fame
155,Hecuba
156,Here Comes A Big Black Cloud!!
158,Heroin UK
159,Holzkopf
161,Human Host
162,Hutzl Ukranian Ensemble
164,I Am the Liquor
167,Illusion of Safety
169,Impediments
174,Jason Willett
175,Jad Fair and Jason Willett
180,King Kong Ding Dong
181,Knit Witch
182,Kowloon Walled City
183,Kyle Bruckmann
184,Kyle Bruckmann's Wrack
186,Lazy Magnet
191,Liquorball
192,Little Howlin' Wolf
193,LO MOdA
194,Lop
195,Lovely Little Girls
197,Lozenge
198,Lungs Of A Giant
199,M. Nguyen Van Minh-Con
201,Mahjongg
203,Mary Halvorson and Weasel Walter
205,Mayor Daley
208,Mike Rep and the Quotas
209,Mincemeat or Tenspeed
210,Mink Lungs
211,Minmae
212,Monoshock
214,Mors Ontologica
215,Mount Eerie
217,Mountain High
220,Muraghu
221,Necropolis
223,Newagehillbilly
224,Nicky Andrews
228,Oh My God
230,Olneyville Sound System
232,Padna
234,Patrick J. Touhey
238,Phallic Suns
239,Pierced Arrows
240,Plastic Crimewave Sound
241,Pleasurehorse
244,Ponytail
247,Quasar Wut-Wut
248,Qulfus
249,Rainbro
254,Rick Weaver / The Ruined Frame
256,Rok/Paper/Disco
257,RoMak and the Space Pirates
259,Samara Lubelski
263,Sir Lord Von Raven
265,Six Star General
267,Snacks
268,Snake Apartment
269,So Cow
271,Softboiled Eggies
273,Solomonoff and Von Hoffmannstahl
1259,The Sounds of Taraab
275,Soup Purse
276,Sparrow Steeple
277,Speechless Brothers
278,Spires That in the Sunset Rise
279,Strapping Fieldhands
280,Stress Ape
281,Sun Araw
282,Sunshine Militant Children's Hour
285,T.I.T.S.
289,The Lindsay*
290,The Wire Orchestra
291,The Agrarians
293,The Butcherings
295,The Higher State
301,The Set of Red Things
303,The Tleilaxu Music Machine
304,The Yolks
305,Thee Oh Sees
306,Tommy Jay
310,Traveling Bell
312,The Twin Atlas
317,Vincebus Eruptum
318,Vincent Black Shadow
319,Von Hayes
322,Vulcanus 68
323,Vulcanus 68 w/D.Smith
328,Weirdo Begeirdo
329,What Cheer? Brigade
331,Xiu Xiu
334,caUSE co-MOTION
115,Thomas Dimuzio
358,Bolmongani
1381,Watersports
385,Adept
390,Ai Aso
417,Arborea
455,The Baskervilles
1393,Benjamin Wetherill
472,Big Digits
502,Bonde Do Role
504,Bonne Aparte
522,Brother JT
565,Cheap Time
575,Citay
602,Country Teasers
662,DMBQ
1647,Dan Deacon
1605,Dan Friel
639,Dengue Fever
792,Doug Gillard
694,Electric Kulintang
1438,Emma Peel
728,Fallen Leaves
738,The Feeling of Love
742,Fern Knight
139,Foot Village
763,Frigg A Go Go (F.A.G.G.)
1403,Gary Wilson
802,Golden Dogs
828,Hank IV
844,Gary Higgins
869,Ignatz
889,Japanische Kampfhorspiele
890,Jazzfinger
1279,Kelley Stoltz
915,Killdozer
921,Kinski
355,Larkin Grimm
941,Leather Uppers
190,Lightning Bolt
965,Los Fancy Free
966,Los Llamarada
970,Loto Ball Show
1616,Love Craft
826,Mary Halvorson and Jessica Pavone
446,Matt Baldwin
1022,Meth Teeth
559,Michael Chapman
851,Michael Holt
1070,Nalle
1408,Nate Wooley
1082,Nightingales
1374,Peter Walker
1152,Psychedelic Horseshit
1165,Quintron
1175,Razor Bois
1126,Reynold Philipsek
362,Roxy Pain
1222,Sic Alps
1229,Silver Jews
1237,Skybombers
1249,The Snow
1417,Steve Wynn
352,SUX
944,Ted Leo
1627,The Bristles
584,Coachwhips
689,The Effigies
701,The Embrooks
825,The Hall Monitors
10260,Means
1039,The Moaners
1044,The Moi Non Plus
1178,The Rebel
350,The Spunk Lads
1332,The Tokeleys
1340,Triclops!
1344,Twi the Humble Feather
1356,Urinals
1372,Voice or No Voice
1385,We Are the Arm
1397,White Hills
846,High Places
1401,Wildbirds and Peacedrums
1402,Wildildlife
1633,Wildildife
618,Dälek
768,Fuck Buttons
1407,Wooden Shjips
940,Le Volume Courbe
70,The Bad Trips
973,Low
823,Half Japanese
834,Harvey Milk
1115,Parts and Labor
1119,Peelander-Z
1656,Paul Pitman
1245,Micah Blue Smaldone
1661,Charles D'Almaine
1663,F. J. Bacon
1664,Louisiana Five
1665,John J. Kimmel
1668,Sophie Tucker
1669,Frank Miller
1670,Hans Kronold
1671,Charles Daab
1672,Henry Burr
1666,Polk Miller and his Old South Quartet
1673,Ada Jones
1674,Aristodemo Giorgini
1675,Selma Kurz
1676,Will F. Denny
1677,Whit Cunliffe
1678,Glen Ellison
1680,Arthur Collins and Byron G. Harlan
1681,National Promenade Band
1682,Rev. Madison Clinton Peters and the Edison Mixed Quartet
1683,Helen Clark and Billy Murray
1679,Billy Murray
1685,Helen Clark and Joseph A. Phillips
1686,Weyert A. Moor
1687,Reed Miller
1688,Irving Kaufman
1689,Thomas Chalmers and Elizabeth Spencer
1691,400 Blows
511,The Bowmans
1699,Intelligence
1701,Zola Jesus
1703,Magic Christian
1704,Mary Halvorson Trio
10,Lucky Dragons
1353,Uninhabitable Mansions
1625,Peter Biedermann
614,The Cute Lepers
1610,Haale
359,Hayvanlar Alemi
1742,Thomas Function
1792,Marianne Dissard
1803,Cold Cave
1805,Paul Collins Beat
1806,Gentleman Jesse
1809,The Space Lady a.k.a. Suzy Soundz
1832,Sheqer
1834,Kavala Brass Band
1835,Raya Brass Band
1837,Zikrayat
1838,Zlatne Uste Balkan Brass Band
1839,Orkestra Keyif
1836,Scott Wilson & Efendi
1840,Matt Darriau's Paradox Trio
1061,MV + EE
458,Matt Bauer
1844,Sakura Madams
1846,Schocholautte
1881,Eskalators
1882,Height With Friends
1853,Bruce Lenkei
747,Flaming Fire
1826,Tombs
1887,James Amoeba
1889,Dave Public
1346,Cath and Phil Tyler
1890,Bleep
1729,Watcha Clan
896,The Jowe Head Band
1902,Mimi Sun
1903,Hawnay Troof
835,Hat City Intuitive
1907,junior85
1915,Tough Darts!
1109,P.G. Six
8583,Nick Hennies
1919,50FOOTWAVE
634,Deerhoof
1047,Monotonix
1101,Oneida
518,Brian Jonestown Massacre
1953,BrokeMC
853,Homosexuals
1939,Monk Turner
413,Antiguo Automata Mexicano
88,Bonedust
1950,P.E.D.
1979,Ravens and Chimes
1480,The Boardlords
1710,Boss Hog
1711,Box Elders
2005,Messer Chups
2006,Principle Fetterman
2007,Math and Physics Club
2008,Lee Rosevere
2009,The Old Codger (with R. Stevie Moore)
2010,The Fairsley Difference
2011,Kim & Buran
2013,Very Proper Dragonflies
1764,The Apartment
1770,Dinowalrus
1829,Mondo Topless
2252,Alan Vega & Oneida
698,Curtis Eller
2089,Curumin
2092,Blind Pilot
2091,Bang Bang Eche
2093,These Arms Are Snakes
2094,The Pica Beats
1207,Screaming Females
2098,These United States
2099,The Henry Clay People
2100,Wallpaper
2101,Past Lives
2102,Cotton Jones
1303,Takka Takka
2103,The Broken West
2104,The Rosebuds
2105,The Sea And Cake
2106,Longwave
2107,The Whore Moans
2108,The Kindness Kind
1117,Paybacks
2119,Taylor Ho Bynum/Tomas Fujiwara Duo
1096,OCS
1426,Yellow Swans
988,Major Stars
2203,Gunslingers
2204,Count Bass D
2205,XYX
815,Growing
2287,theTartans
2230,Weave
354,Future Islands
2236,Peter Walker with Jack Rose
2238,Atlas Sound
2241,Erlend Oye
2254,Getatchew Mekuria &amp; The Ex &amp; Guests
2265,Arrington de Dionyso
1917,Kristin Hersh
2271,Xiu Xiu w/ Kristin Hersh
2273,Keith Kawaii
2272,Dr. David Suendermann
1922,Learning Music
2282,Skin O. Daayba
2280,Skin O. Daayba
2298,Gravy Train!!!
1758,Sunbyrn
1752,Double Helix (Morphamish & Texture)
1774,8 Bit Weapon
2312,Meg Baird
2313,James Blackshaw
2314,Corinne West
2345,50 Foot Wave
2355,Daniel Veesey
2357,Skidmore College Orchestra
2362,Aviv Mark
2369,MC Firedrill
2371,Harry E. Humphrey
2372,Peerless Orchestra
2373,Maurice Burkhart
2374,New York Military Band
2375,Charles Crawford Gorst
2376,Jaudas' Society Orchestra
2377,Male Quartet
2378,Walter Van Brunt
2379,Knickerbocker Quartet
2380,Harvey Hindermyer and Helen Clark
2381,Eugene Emmett
2382,Albert Campbell and Henry Burr
2383,Homer Rodeheaver
2384,Emory B. Randolph
2385,Henry Burr and Ada Jones
2390,shaduz
1926,Meanest Man Contest
2391,metùo
2392,ether
2393,Apes on Tapes
2394,Costa
2396,5$man
2397,memory shop
2172,Quiroga
2399,riga
2400,plastik joy
2401,simone pelliconi
2402,lucamoka
2404,eniac
2405,phooka
2407,minidischi
2408,micamat+desanimaux
2406,mass prod
2409,alexander stone
2410,hirnlego
2411,john smorto
2412,wang inc.
2413,santhiago
2415,Neowax
2420,Hengky Strawberry
2421,BondiNedHansel
2427,Toecutter
2435,Panicphobia
118,Thomas Dimuzio/Scott Arford/Chris Fitzpatrick
2440,Thomas Dimuzio &amp; Anla Courtis
2442,Thomas Dimuzio
2444,Thomas Dimuzio &amp; Mitchell Brown
2445,Thomas Dimuzio &amp; Elliott Sharp
2480,Joseph A. Phillips
2481,Eugene C. Rose and George Rubel
1667,Ada Jones and Billy Murray
2482,Manuel Romain
2484,Fred Duprez
77,Big Blood
2497,Larytta
848,Robyn Hitchcock
2500,Police Teeth
2501,Elliott Brood
2492,Uke of Spaces Corners
2623,Oorutaichi
706,EPMD
2631,BOPD
2658,The Ridiculous Trio
2398,m16
2659,M Shanghai String Band
1822,Gary War
2735,Lesbian Afternoon
363,Golden Triangle
2746,Farmer's Boulevard
2343,Abunai!
2752,Just Plain Ant
2756,Borromeo String Quartet
2770,Jef Brown
2780,Meanwhileproject.ltd
2784,Tragedy
2845,Sleepwalkers RIP
2846,Salted City
2862,No Hope For The Kids
2864,Dead Section
2865,Nerveskade
2871,Kai
2879,Black Band Coal Company
2880,The Sleeping Tree
2881,March Rosetta
2882,Black Era
2886,Audible Intelligence
2887,60 Tigres
2889,The Black Hakawati
2249,Toxic Lipstick
2906,Cornelius
2907,Dan the Automator
658,DJ Dolores
2910,Gilberto Gil
2912,Le Tigre
1268,Spoon
2916,The Rapture
2917,Thievery Corporation
2918,Zap Mama
2919,Beastie Boys
92,Bronhard/Going/Public
2922,Li Zenghui
2923,Aaron Dunn
2934,Anonymous Choir
2941,Brendan Kinsella
2949,Carlos Gardels
2956,Daniel Blanch
1709,Kate Ferencz
2985,Thavius Beck
2493,Garm
2998,The Aperion Project
1095,OCDJ
3010,Reading Rainbow
3011,My Mind
3014,Birds Of Maya
3055,Imperial Leather
3059,The Vicious
3063,Never Healed
3068,Matt Keating
3072,Knyfe Hyts
3077,Michael Hawley
3078,Free Tim
3085,Nathan Eckel
3086,David H. Porter
3089,6th Sense
3093,It's Notherground Music!!
3203,Talib Kweli
3094,6th Sense &amp; Mick Boogie
3128,Wildahead Portibeast
3091,Wildabeast
2365,Jasmine Love Bomb
3070,WatFatMan
3131,Isolated Atoms
3132,Amalfi
3134,AS-Potiront
3135,DavidBowman
3136,The Dots
3137,The Home Phonema
3138,Roberto Billi
3158,The Years
3164,Niwouinwouin
3167,The Quadraphonnes
3168,Suhov
3165,Vernon Lenoir
3180,J Dilla
3186,Preggy Peggy &amp; The Lazy Babymakers
3187,lydsod
3200,The Slants
3209,Happy Elf
3214,Degiheugi
3215,Unfactory
3216,Coehn und Foehrb
3217,Professor Kliq
3218,Confusion Is Next
3219,The Transisters
3220,The Upstairs
3222,Garmisch
3223,Bilk
3224,Dallas Kincaid
3227,Brad Sucks
3229,Christine
3230,Mr. Moods
3232,Seiurte
3233,Cezary Ostrowski
3221,Amanyth
3234,The Kirbi
3236,Daniel Maze
3292,Tussle
3241,The Protagonist!
3242,Cleft
3243,Dyabolical  feat. Gionni
3244,Eraritjaritjaka
3245,JR Claiborn
3246,Jeffrey Letterly
3247,Lemon
3248,Marcel
3250,Narcotic Syntax
3251,Savages
3253,8m2stereo
3273,Soulfool
3280,V-Trap (feat. F master F)
3295,Sean Ryan Woodward
3296,Hydropods
3297,mr_melvis (featuring R. Stevie Moore)
3237,Brigitte Bijoux
3225,Dub One!
3308,Koonda Holaa
3313,The GrOOming
3314,Boris Balkan
3316,Gepel
3317,Elias Damian
3318,The Harvey Girls
3319,Screenatorium
3315,niwa
3343,Norton
3344,Trondheim
3345,The Search
3346,Pipo Pegoraro
3348,Weigl &amp; Hoffmann
3349,S-Master &amp; Esco
3350,MUTE
3228,Josh Woodward
3351,Downliners Sekt
3352,Virus
3368,Sminky
3249,Mikrosopht
3369,Revolution Void
3370,Normaa
3371,Nuonu
3372,The Kazoo Funk Orchestra
3373,Mendez &amp; Muna
3374,Virtu-oso
3375,Poxfil
3376,Fresh Body Shop
3377,You Are My Everything
3378,Empathik
3379,Nils Hoffmann
3380,Jamie Dull
3381,April
3382,William  Fields
3383,Mach FoX
3384,Smoking After
3385,Goo Goo Cluster
3386,PeerGynt Lobogris
3387,Haine Brigade
3388,Georgia
3391,MC Jack in the Box
3397,Amoeba Men
3406,Doug Haning Quartet
3412,Slough Feg
3400,Mishoo the Drumkit
3429,JC Brooks + The Uptown Sound
3440,Roger McGuinn
3441,Roger McGuinn &amp; Barry McGuire
3442,Roger McGuinn &amp; Gene Clark
3453,Petit Mal
3437,Jody Pou
3472,Clem Snide
3473,El Ten Eleven
3474,Jason Isbell and the 400 Unit
3475,Nick Jaina
3477,D-84
3578,Gorowski
3579,Bud Melvin
3586,Emily In Love
3587,Malty Media
3589,Slogan
3590,Mombus
3591,First
3593,Tha Silent Partner
3592,Pornophonique
3594,Ghostown
3595,Joiejoiejoie
3596,Surbahar
3597,Garmisch Partenkirchen
3600,El Klan de los DeDeTe
3601,Bangguru
3602,The Incognito Traveller
3603,The Unfinished Sympathy
3604,Sebastian Kramer
3611,Chapi Chapo &amp; Les Petites Musiques de Pluie
3606,Louis Lingg and The Bombs
3607,Microtonner
3609,Dudley
3610,Schaua
3619,Telekinesis
3630,Irreversíveis
3631,Red Lion
3632,FLU
3633,QUI
3634,Clownage
3635,Morad Stars
3636,HYPE
3637,Baster
3638,The Damned
3641,Mabafu
3642,Jurek Raben
4663,Tim & Puma Mimi
3644,Dorothy's Magic Bag
3645,Jan von Grafenstein
3646,Aleksi Virta
3648,Baroquedub
3652,Peter Fox Simon
3653,Calendar Girl
3654,Eta Carinae
3656,Allison Crowe
3657,Arrial
3658,Troupe
3660,Universal Materials
3661,Nest
3662,Kolokon
3663,Crick Zachary
3665,mindthings
3698,Mike Link &amp; Harvey Taylor
3696,Baïki
3699,STEEP
3701,Misery
3702,Sun Zoo
3703,Maniax Memori
3704,Lucas CK
3705,Crepusculum
3706,Dirge
3709,BSK
3715,Camp
3716,Red Unit
3717,transient
3718,Thierry Blanchard
3720,Arai
3721,b-Shake
3722,Aerotrio
3723,Nic Bommarito
3729,Calypso
3730,Frivolous vs DJG
3732,[dK]
3733,Rockoutfit
3734,Zengineers
3735,Giraffe
3736,M.A.Z.C.A.
3737,youthmanSteppa
3738,This One
3739,Raflesia
3740,Patchwork on the Blues
3741,Phour Trakk
3742,Melissa Welch
3743,Pablie
3744,Disrupt
3490,Interkosmos
3768,The Good People
3769,BIG TreaL
3770,Tha Connection
3771,Laws
3773,Majik Most
3775,Jeffrey Lewis
672,The Doughboys
3777,Ism
3783,Menhirs of Er Grah
3793,Micoland &amp; Holly Bretton
3801,Kania Tieffer
3803,Soft Circle
3840,Snapline
3841,Carsick Cars
3842,A Camp
2841,Invisible China
3844,Janet Bean
3845,Colby Maddox
3846,Old Town School Of Folk Music (Various)
3847,Foghorn Stringband
2834,Ben Weaver
3897,Yung Nittlz
3898,Sandro Marinoni
3909,Ceremony
3872,Mental Abuse
3926,Bobb Bruno
1900,Nite Jewel
3876,Sea Monster
3931,The Underscore Orkestra
3927,Zornjak
3940,Asa Ransom
3941,Marco Kalnenek
3943,Kiddo
3944,Keinzweiter
3949,Ambienteer
3950,Bitbasic
3951,Cherly KaCherly
3953,Pitch Boys
3957,T/M/K
3945,I.T. [Infinito / Thaione Davis]
3956,O.U.O and Zimbabwe Legit
3958,Raw Produce
3779,Shorty Raw
3959,Bilal Bashir &amp; Divine Styler
3965,OUO
3967,Thaione Davis
3971,Eddie Meeks
3972,Mr Skurge Khingass
3977,Storm the Unpredictable
3955,Cadence
3981,9th Scientist
3985,Clan Destined
4003,Regia
4004,Sigmund Droid
4008,Pretty Flags
4021,Antanas Jasenka
4022,Martynas Bialobzeskis
4023,Jonas Jurkunas
4024,Vytautas V. Jurgutis
4025,Antanas Kucinskas
4034,dmyra
4035,Opio
129,Ergo Phizmiz
4055,Zeke Healy
3446,Pussyfinger
4059,Neal and Nancy O'Doan
4064,Animal Style
4067,embrace fire
2630,Nine Inch Nails
4073,Curt Smith
4074,Jitney
3924,Mr. Spastic
4091,Must Have Been Tokyo
4662,Sie
4097,Het Gloren
4118,pandoras.box
4120,Throwing Muses
4123,The Vaselines
4125,Fidget
4128,miskate
4129,nigel richards
2223,Pink Skull
4130,kilowatts
4131,someone else
4132,accidentally
4133,city rain
4134,king britt presents scuba
4135,starkey
4136,David Last
4137,marcoerre
4139,omar salgado
4140,violett
4145,dilo
4146,seph
4143,Ezekiel Honig
4138,Gurtz
4161,Monta
4164,Dapayk Solo
4166,Greenbeam &amp; Leon
4171,markojux
4172,lance harrison
4173,markojux &amp; stuart mckeown
4175,craig mcwhinney
4160,barem + dilo
4176,stuart mckeown
4177,paul agius
4178,The Bats
471,White Light
4180,Cursillistas
4200,Glows in the Dark
4220,Seven
4225,Liechtenstein
4229,1.6 Band
4232,Gowns
4258,Pierre De Gaillande
392,AK Slaughter
4290,RENMINBI
4295,We Were Promised Jetpacks
4299,T-Model Ford
4300,Buraka Som Sistema
4301,Dyme Def
4314,Necronomikon Quartett
4315,The Goodnight Loving
4221,Smoked Meat Fax Machine
1371,Vivian Girls
4324,Gloatdragon
4330,Bennoune
3448,Agents del Futuro
4348,Dagos
4311,Levitts
3451,Carson Day
4380,The Kid Daytona
4381,"Bear Bones, Lay Low"
4385,Oskar Fried
4388,Silver Pines
4390,Köhn
4391,Vladimir Sofronitsky
4398,Kinley Caliper
3239,Phil Reavis
4399,Flexor
4104,Cobson
3574,Century Of Aeroplanes
4401,Anton Oosterwijk
4402,Romme Bilger & Hanns Ahring
3761,Nambavan
4403,Troy
4405,Stefan van den Hout
4408,D'r Sjaak
4409,No Neck Blues Band
3450,Sote
4414,Charles Tournemire
4415,Silvester Anfang
4416,Kiila
4421,staRpauSe
4423,Blind Blake & Leola Wilson
4424,De Portables
4433,Bacco Baccanels
4434,Bubbles
4448,JJM
4449,Stromble Fix
4450,Entertainment for the Braindead
4452,Scrambled Mache
4453,Jay Slim
4454,Comfort Fit
4455,Christopher Joel
4404,Sid Peacock
4471,Kiss the Anus of a Black Cat
4475,Felix Weingartner
4480,Michal Hambourg
4482,Ferruccio Busoni
4485,Reverend Gary Davis
4486,Blind Lemon Jefferson
4488,Peliatan Gamelan
1762,Twizzle
4496,Angels of Light
4502,Guido Gialdini
4504,Jack Kaufman
4510,Paul Whiteman and His Orchestra
4495,Michael Gira
4498,Antique Phonograph Music Program [Various Artists]
4500,Arthur Collins
4542,Arthur Collins and Byron G. Harlan
4522,Dorothy Kingsley
4523,Edison Concert Band
4524,Edison Military Band
4526,Edison Symphony Orchestra
4528,Edison Vaudeville Company
4529,Four Comical Cards
4530,Invincible Quartet
4531,J.W. Meyers
4532,Molinari
4533,Samuel Segal
4525,Feodor Chaliapin
4534,Bruno Walter
4537,Al Benard
4538,American Quartet
4539,Arthur Fields
4540,Fanny Brice
4541,Jaudas Society Orchestra
4543,Kiraly Erno
4545,Paul Gerber
4546,Paul Groening
4551,Peerless Quartet
4544,Eddie Cantor
4547,Edward Hamilton
4552,Fred van Eps
4553,Master William Pickels
4554,Moore and Davis
4555,Nora Bayes
4556,That Girl Quarter
1768,The Virginians
4557,Vess L Ossman
4375,Salakapakka Sound System
4584,André Marchal
4589,Arie B.
4604,dot tape dot
4607,Victrola
4606,Chico Correa and Electronic Band
4610,Throcke
4611,Superbus
4612,Superbus feat. NS
4613,Superbus feat. Loop Loops Clan
4614,Shearer
1763,Stark Effect
3751,Djet
4467,Popeye Experience
4183,Klaz*
1869,Ton Rückert
4616,Jan van den Dobbelsteen
4617,Bedstead Tremolo
4618,The Ronnie Wibbley Orchestra
1819,Chenard Walcker
4238,ElMaes
1916,Lanark
4619,Residuum
1790,"Roy ""Chicky"" Arad"
4623,Mule Driver
4624,101 Player Feat. Sillypoo
4632,Pharaos
4633,Owltree
4646,Pre
4651,Claudio Nuñez
4657,Vladimir de Pachmann
891,Jennifer Gentle
4660,Har-You Percussion Group
4658,Irén Marik
4664,Madeleine de Valmalète
4668,Mieczyslaw Horszowski
4671,Samuil Feinberg
4656,Tusk Lord
4682,Brother Truck
1516,Love Story In Blood Red
4684,Nullsleep
4691,Mt. St. Helens Vietnam Band
4695,Hey Marseilles
4697,The Ironclads
4699,Man Plus
1011,Measles Mumps Rubella
4724,Keith Morris & The Crooked Numbers
4725,Zack Kouns
4707,Bomba Estereo
514,Billy Bragg
3624,Curtis Hasselbring
3622,The New Mellow Edwards
4732,Latent Chaos
4736,Modern Exteriors
4737,Disposable Air Sickness Band
4735,The Suadetones
4738,MCRB
4739,Atomic Butterfly
4740,Sonic Clams
4743,Soul Celtics
4750,Formula
4764,Crystal Antlers
4765,NOMO
4767,The Lights
4769,Andrew Oliver and Kane Mathis
4770,Hotels
4771,Ladytron
4772,Pela
4773,Odawas
4774,James Apollo
4776,The Devil Makes Three
4782,The Pink Noise
4783,The Shining Path
4786,DJ Ilya Monosov & the 21st Century Punks
4788,Eugen d'Albert
4798,Wooden Wand
4802,Burdeos
4804,Jalikebba Kuyateh and the Toubabs
4811,Oto
4813,Betelgeuse
4763,Navel
4819,Jonathan Biss
15690,Avec Noir
4840,Pigeons & Crazy Porridgemakers
4844,Magical Unicellular Music
4852,Miike Snow
4853,Kevin Devine and The Goddamn Band
971,Love is All
4856,Shane Tutmarc
4857,James Yuill
4858,The Church
4826,Paavali Jumppanen
4827,Claremont Trio
4867,Gardner Chamber Orchestra
4874,Julius Hemphill Sextet
4875,Russell Sherman
4877,Eroica Trio
4879,LoveJones and Phys Edison
4880,Gleb Ivanov
4881,The Notes & Scratches
4883,Lying In States
4884,Paza
4885,Orion String Quartet
4887,IAYD
4889,Robert Levin & Ya-Fei Chuang
4891,Viviane Hagner
4893,Seymour Lipkin
4895,Anton Belov
2965,Scott Kettner's Brazilian Brass Band
4917,Covox
4929,Dark Meat
4931,Bishop Allen
4934,Eulogies
4927,Black Feelings
4936,Pietro
4937,Club Royal Orchestra
4938,Ebony Emperors
4939,Frances White
4940,George Gaskin
4941,George Stehl
4942,Harry Champion
4943,Irene Franklin
4503,Irving and Jack Kaufman
4944,Lasses White Minstrel Company with Al Bernard
4499,Zez Confrey
4945,Guy Maiere and Lee Pattison
4946,Handy's Orchestra
4947,Hayden Quartert
4948,James McCool
4949,Selvin's Noevelty Orchestra
4950,Tim Brymn and His Black Devils Orchestra
4951,Van and Schenk
4952,Victor Arden and Phil Ohman
4953,Sally Hamlin
4954,Adele Rowland
4513,Cal Stewart
4955,Columbia Saxophone Sextette
4956,Len Spencer and Ada Jones
4957,Mamie Smith and her Jazz Hounds
4958,Mose Tapiero
4959,Mrs. Hardin Burley
4518,Zez Confrey and His Orchestra
4960,Dolly Connolly
4961,Nicholas Orlando's Orchestra
4962,Paul Biese and his Novelty Orchestra
4963,The Benson Orcehstra of Chicago
4964,The Peerless Quartet
4968,Gaida Hinnawi
4978,Advantage Music Group
4991,Generationals
4992,GMK
4993,Grynch
4998,The Friendly Dimension
4925,Kraus
5005,Luck & Ripps
5001,Gato Loco de Bajo
5007,HOSTAS
5008,Illinois
1228,Silver Apples
5016,zero consequences
3259,ANAVAN
5017,The Back C.C.'s
5036,Buzzer
5031,Thee Sgt. Major III
5032,Star Lake Drownings
5035,The Veils
5047,NiCad
5050,Sophie Tucker and Al Jolson
5037,The Taxpayers
5059,Bondage Fairies
5064,Darcy James Argue's Secret Society
5068,Al Jolson
5066,Jessie Evans
5069,Amy Annelle
5072,So Many Dynamos
5076,The Raggedy Anns
5080,Dead Wife
5082,Saskrotch
5084,Rebe
2804,Ha Ha Tonka
5086,Magnolia Electric Co.
5088,Fresh Espresso
5089,Mason Proper
5090,Mico De Noche
5085,Throw Me The Statue
3156,Gabe Noel
5094,ump-off Pause Tape
5108,Mattress
5126,Sandro Marinoni & Stefano Roncarolo
5128,El Jugador
5131,Bell X1
5136,Kenny Brown
5135,"Paul ""Wine"" Jones"
5167,Samita Sinha
